timestamp,wind_speed,wind_dir,temp,pressure,RH,gusts,dew_pt,precip,terrain,power
1/13/2024 18:00,3.82,203,25.4,1004.3,42,5.67,22.8,1.04,forest,21.51 kWh
1/13/2024 21:00,9.42,299,15.6,1021.5,64,6.41,23.8,0.57,urban,300.84 kWh
1/14/2024 0:00,4.07,267,19.7,1005.5,71,12.16,25.3,0.3,urban,40.14 kWh
1/14/2024 3:00,11.86,65,22,1027.2,85,10.45,18.2,3.69,open,774.75 kWh
1/14/2024 6:00,5.97,173,22.7,1014.9,42,5.38,13.2,1.71,urban,87.09 kWh
1/14/2024 9:00,5.13,225,24.3,1014.5,60,6.12,16.4,2.4,urban,59.07 kWh
1/14/2024 12:00,11.81,127,40.1,1027.8,87,6.61,10.9,0.72,urban,514.26 kWh
1/14/2024 15:00,10.7,232,19.4,1018,73,8.94,15.2,0.19,urban,474.69 kWh
1/14/2024 18:00,11.67,25,28,1018.1,76,3.01,19.8,0.84,open,449.21 kWh
1/14/2024 21:00,9.27,161,33.6,1004.2,35,7.43,22.6,0.22,open,357.95 kWh
1/15/2024 0:00,4.85,149,33,1000.7,30,8.71,19.9,1.85,open,63.4 kWh
1/15/2024 3:00,11.78,220,30.9,1011.3,71,10.12,16.3,0.26,forest,559.88 kWh
1/15/2024 6:00,6.33,20,19.5,1017.2,44,9.92,22.2,2.7,open,149.4 kWh
1/15/2024 9:00,9.01,321,31.4,1000.5,41,7.57,20.4,1.07,open,336.21 kWh
1/15/2024 12:00,9.37,356,26,1012.2,67,10.62,10.6,1.05,forest,326.34 kWh
1/15/2024 15:00,6.61,139,14.5,1023.9,56,7.76,14,0.23,open,150.96 kWh
1/15/2024 18:00,8.54,311,28.4,1014.2,52,6.52,18,1.42,urban,236.04 kWh
1/15/2024 21:00,9.31,266,33.5,998.7,59,10.07,12.7,3.12,urban,352.41 kWh
1/16/2024 0:00,7.94,144,17.4,1023.1,50,9.1,20.7,0.17,open,263.97 kWh
1/16/2024 3:00,4.25,347,18.6,1007.5,40,10.94,11.6,3.65,open,50.66 kWh
1/16/2024 6:00,7.75,255,27.7,1015,80,9.74,22.8,2.53,forest,190.02 kWh
1/16/2024 9:00,10.32,138,26.1,1021.6,62,5.56,15.7,2.86,open,417.36 kWh
1/16/2024 12:00,5.26,66,25.3,1022.1,41,4.85,15.8,0.99,forest,52.29 kWh
1/16/2024 15:00,6.63,160,25.6,1011,71,12.65,19.7,3.33,forest,140.54 kWh
1/16/2024 18:00,5.91,128,25.7,1006.3,51,8.15,22.3,0.43,forest,84.65 kWh
1/16/2024 21:00,11.62,73,15.6,1011.8,78,5.71,12.3,0.59,open,551.74 kWh
1/17/2024 0:00,8.68,204,23.9,1016.6,86,10.9,16.7,3.44,open,361.98 kWh
1/17/2024 3:00,8.02,152,20.2,995,41,7.93,14.4,2.54,open,256.7 kWh
1/17/2024 6:00,5.08,307,23.7,1023.4,72,7.46,15.1,1.79,forest,54.08 kWh
1/17/2024 9:00,8.35,32,36.7,993.3,34,3.52,16.6,5.15,urban,184.44 kWh
1/17/2024 12:00,5.31,126,29.2,1021.4,63,7.8,19.1,3.7,forest,60.81 kWh
1/17/2024 15:00,7.08,48,12.3,1017.7,68,4.03,17.5,4.71,open,148.43 kWh
1/17/2024 18:00,5.41,72,22.2,1023.2,51,7.05,19,5.1,urban,72.21 kWh
1/17/2024 21:00,8.69,150,28.7,1014.7,52,9.18,16,4.18,forest,250.11 kWh
1/18/2024 0:00,8.44,7,20.9,1026.5,52,14.01,18.1,1.64,open,383.98 kWh
1/18/2024 3:00,6.48,339,16.2,1002.6,58,10.86,12.7,5.31,open,164.45 kWh
1/18/2024 6:00,7.99,16,18.2,1002.9,46,5.78,13.7,0.55,forest,169.78 kWh
1/18/2024 9:00,4.27,242,11.4,1004.3,41,5.55,18.5,0.43,urban,32.87 kWh
1/18/2024 12:00,3.27,83,23.5,1009.1,39,6.75,20.8,0.48,urban,16.4 kWh
1/18/2024 15:00,8.1,235,26.6,1031.6,54,9.35,24.2,3.18,urban,238.19 kWh
1/18/2024 18:00,7.42,183,21.8,1008.5,53,7.74,19.2,3.63,open,206.98 kWh
1/18/2024 21:00,8.59,42,13,1025.8,74,9.94,16.4,0.92,forest,252.05 kWh
1/19/2024 0:00,12.96,274,23.9,1027.3,45,6.47,13.7,1.49,urban,624.26 kWh
1/19/2024 3:00,9.36,306,22.7,990.1,71,8.28,17.8,2.34,open,387.11 kWh
1/19/2024 6:00,4.72,207,20,989.6,79,7.97,20.1,0.04,urban,51.95 kWh
1/19/2024 9:00,9.79,226,31.9,1016.7,78,7.28,21.4,3.39,forest,305.37 kWh
1/19/2024 12:00,3.71,103,10.7,996.6,66,5.28,20,1.55,urban,20.85 kWh
1/19/2024 15:00,5.85,27,29.4,994.6,44,10.37,20.5,0.8,forest,89.45 kWh
1/19/2024 18:00,6.83,57,17.5,1018.8,80,8.71,20.6,0.29,forest,130.1 kWh
1/19/2024 21:00,11.28,53,35.9,1019.9,31,5.94,15.6,1.38,urban,444.14 kWh
1/20/2024 0:00,5.14,294,11.8,1017.4,66,5.83,19,1.88,urban,57.54 kWh
1/20/2024 3:00,4.93,252,35.5,1003.2,59,6.05,23.3,1.43,urban,49.6 kWh
1/20/2024 6:00,6.75,228,30.2,998,38,11.7,14.8,0.52,open,188.02 kWh
1/20/2024 9:00,5.34,347,24.3,1017.7,52,7.93,17.4,1.81,urban,71.86 kWh
1/20/2024 12:00,9.82,245,23,1010.3,50,8.1,13.2,0.84,urban,367.15 kWh
1/20/2024 15:00,4.3,200,9.3,1022.4,88,8.46,12,0.14,open,44.14 kWh
1/20/2024 18:00,4.13,252,34.9,1010.6,61,7.87,15.7,4.75,open,36.5 kWh
1/20/2024 21:00,5.91,155,21.8,1014.2,52,8.98,17.1,0.34,open,118.43 kWh
1/21/2024 0:00,5.75,183,22.6,1004.4,89,9.66,21.3,0.69,open,112.71 kWh
1/21/2024 3:00,11.82,297,14.7,1011.2,62,6.1,20.2,0.08,open,588.41 kWh
1/21/2024 6:00,9.37,341,33.4,1019.9,65,7.5,13.2,0.59,urban,313.84 kWh
1/21/2024 9:00,7.22,69,28.8,1008.2,50,7.39,18.1,0.03,urban,159.05 kWh
1/21/2024 12:00,3.94,145,22.2,982.5,46,8.95,19.2,3.26,urban,31.8 kWh
1/21/2024 15:00,9.11,276,14.9,1001.9,62,8.93,14.4,0.77,open,373.11 kWh
1/21/2024 18:00,4.5,158,21.2,1013,65,6.13,19.8,2.7,urban,41.55 kWh
1/21/2024 21:00,3.14,2,32.8,1030.4,56,6.73,16.7,0.44,open,13.73 kWh
1/22/2024 0:00,9.97,116,20,1011,34,8.25,15.6,0.34,open,452.9 kWh
1/22/2024 3:00,7.79,198,27.8,1032.6,33,6.46,21.7,6.29,urban,185.69 kWh
1/22/2024 6:00,9.3,90,35.6,1007.5,31,7.48,26.8,0.04,forest,270.99 kWh
1/22/2024 9:00,7.8,308,36.8,1010.8,38,8.52,22,0.68,urban,204.51 kWh
1/22/2024 12:00,9.14,112,22.9,1007.7,76,10.96,21.5,2.52,forest,311.68 kWh
1/22/2024 15:00,5.37,260,17.1,1024.5,32,6.14,19.3,0.86,urban,67.58 kWh
1/22/2024 18:00,4.41,360,13.4,1014.2,74,7.47,17.1,0.89,urban,40.09 kWh
1/22/2024 21:00,8.7,5,30.3,1020.2,50,9.18,23.9,1.3,open,333.99 kWh
1/23/2024 0:00,4.99,218,22.2,1016.5,37,9.14,15.2,1.18,urban,63.09 kWh
1/23/2024 3:00,5.28,36,33.4,1012.5,42,8.16,18.7,0.71,urban,67.66 kWh
1/23/2024 6:00,5.86,15,17.2,1015.9,83,8.08,24.3,0.31,urban,94.22 kWh
1/23/2024 9:00,7.04,244,19.7,1026.8,58,7.57,22.1,1.19,open,178.99 kWh
1/23/2024 12:00,6.12,340,22.7,999.3,64,6.89,22.8,2.13,urban,100.45 kWh
1/23/2024 15:00,3.56,231,32.6,1010.2,31,4.61,18.3,0.26,forest,14.82 kWh
1/23/2024 18:00,5.39,179,15.9,1021.7,51,4.16,22.6,1.07,urban,61.48 kWh
1/23/2024 21:00,1.44,243,25.3,999.8,40,5.66,22.8,0.56,open,0.0 kWh
1/24/2024 0:00,8.56,201,40.9,1003.6,69,7.98,22,0.93,urban,253.66 kWh
1/24/2024 3:00,2.99,201,18.7,1004.7,38,8.68,13.9,2.74,open,16.67 kWh
1/24/2024 6:00,4.24,18,28.4,1027.9,44,10.61,17,0.92,urban,39.89 kWh
1/24/2024 9:00,7.13,90,9.7,998.5,49,8.21,20,0.21,open,187.76 kWh
1/24/2024 12:00,5.15,3,19.7,1027.6,75,11.25,22.1,0.25,forest,66.76 kWh
1/24/2024 15:00,10.86,350,16,1017.4,42,8.28,15.5,3.7,open,556.75 kWh
1/24/2024 18:00,3.77,347,8.4,1022.1,74,6.42,18.7,0.67,urban,22.44 kWh
1/24/2024 21:00,7.67,134,34.7,1019.2,44,6.91,18.7,0.35,forest,159.59 kWh
1/25/2024 0:00,6.9,189,29.9,1010.6,44,12.04,21.4,1.98,urban,172.32 kWh
1/25/2024 3:00,4.08,13,24,1026.3,37,8.58,16.5,2.62,urban,34.11 kWh
1/25/2024 6:00,8.31,341,29.1,1028,54,10.23,18.2,2.96,urban,264.76 kWh
1/25/2024 9:00,6.57,122,32.6,1006.8,35,7.54,14.5,1.72,open,144.71 kWh
1/25/2024 12:00,8.93,1,26.8,1020.3,48,8.67,18.2,0.72,forest,262.06 kWh
1/25/2024 15:00,9.06,156,33.5,1016.8,64,8.07,22.2,1.17,forest,262.19 kWh
1/25/2024 18:00,12.41,107,33.7,1021.2,48,9.67,14.6,2.03,forest,615.87 kWh
1/25/2024 21:00,10.34,321,25.2,1010.4,63,8.14,13.6,1.54,urban,416.98 kWh
1/26/2024 0:00,6.08,107,27.4,1025.3,35,7.01,11.8,0.36,urban,97.99 kWh
1/26/2024 3:00,6.4,120,31.5,1009,57,9.13,18,0.55,open,145.04 kWh
1/26/2024 6:00,9.75,118,22.6,1008.2,37,8.81,13.8,1.61,forest,330.68 kWh
1/26/2024 9:00,8.64,170,29.7,994.9,49,8.39,25.4,0.73,urban,268.24 kWh
1/26/2024 12:00,8.6,227,29.2,1029.6,49,8.2,13.2,3.04,open,308.96 kWh
1/26/2024 15:00,2.96,194,26.7,1012.4,62,4.42,23.3,0.05,urban,9.99 kWh
1/26/2024 18:00,6.94,62,22.1,1016.3,43,5.99,13.3,0.02,open,158.59 kWh
1/26/2024 21:00,5.15,205,43,989,72,9.52,17.9,0.12,forest,56.11 kWh
1/27/2024 0:00,7.7,49,28.9,1005.7,48,10.63,23.6,0.79,urban,219.85 kWh
1/27/2024 3:00,6.75,74,34.2,1027.2,46,8.76,25.2,1.67,forest,123.4 kWh
1/27/2024 6:00,9.28,254,18,1020.5,61,8.87,20.3,1.03,forest,293.11 kWh
1/27/2024 9:00,7.79,280,28.5,1015,69,11.51,9.2,2.79,open,277.3 kWh
1/27/2024 12:00,8.97,276,21.6,1022.1,36,3.64,22.8,1.77,forest,198.26 kWh
1/27/2024 15:00,5.83,61,24.3,1019.7,70,10.07,15.8,0.17,open,118.52 kWh
1/27/2024 18:00,4.64,52,28.9,1016.2,88,8.75,15.6,4.96,urban,48.45 kWh
1/27/2024 21:00,5.97,205,27.4,1018.3,36,6.38,18.2,0.35,open,106.3 kWh
1/28/2024 0:00,6.96,231,19.5,1018.4,32,5.47,18,0.5,open,155.88 kWh
1/28/2024 3:00,7.95,269,20.1,1014.9,71,7.04,26.9,0.33,urban,203.8 kWh
1/28/2024 6:00,12.65,285,29.2,1027.7,38,8.24,11.9,0.03,urban,668.79 kWh
1/28/2024 9:00,6.89,337,26.9,1022.2,50,4.23,19.1,0.03,open,140.0 kWh
1/28/2024 12:00,4.61,221,36.6,1013,30,10.04,17.6,0.22,urban,47.56 kWh
1/28/2024 15:00,6.14,162,28.9,1023.2,73,8.89,19.2,0.21,urban,109.32 kWh
1/28/2024 18:00,5.84,148,24.2,998.6,87,7.72,19,0.43,forest,80.68 kWh
1/28/2024 21:00,8.2,28,21.1,1021.7,75,9.17,19.1,1.01,open,288.71 kWh
1/29/2024 0:00,3.15,34,27.4,1008.6,57,13.22,20.4,0.7,forest,15.12 kWh
1/29/2024 3:00,7.16,310,39.8,1019.3,54,10.6,14.4,0.94,urban,176.92 kWh
1/29/2024 6:00,7.39,295,24,1021.1,59,10.7,22.3,1.58,open,233.79 kWh
1/29/2024 9:00,7.58,249,28.6,1018.8,51,7.59,22.4,0.22,forest,161.47 kWh
1/29/2024 12:00,5.51,254,1.6,1026.1,62,9.21,20.1,1.73,open,92.57 kWh
1/29/2024 15:00,6.41,352,33.8,1013.1,57,10.24,15.8,0.26,urban,129.18 kWh
1/29/2024 18:00,3.44,143,30.9,1026.8,42,4.52,16.4,1.76,urban,15.31 kWh
1/29/2024 21:00,5.77,145,31.3,1002.6,58,7.78,11.4,1.98,forest,76.48 kWh
1/30/2024 0:00,5.64,109,12.5,1015.3,82,10.12,19.8,1.06,open,107.04 kWh
1/30/2024 3:00,8.04,25,32.3,1025.4,56,10,16.3,1.93,forest,210.96 kWh
1/30/2024 6:00,4.11,222,22.7,1003.8,46,8.15,8.2,2.15,open,40.75 kWh
1/30/2024 9:00,8.95,181,24.9,1017.3,46,8.85,18,1.62,open,355.2 kWh
1/30/2024 12:00,10.74,17,22.4,1015.9,88,7.47,16.6,0.63,forest,388.15 kWh
1/30/2024 15:00,1.83,303,21.4,1021.6,35,6.42,15.8,2.26,open,3.25 kWh
1/30/2024 18:00,8.07,358,34.7,1025.1,57,9.37,17.8,0.56,forest,206.37 kWh
1/30/2024 21:00,8.69,285,18.5,1009,41,10.17,15.6,1.06,forest,263.94 kWh
1/31/2024 0:00,5.41,122,17.3,1004.3,36,10.82,17.2,1.49,open,99.56 kWh
1/31/2024 3:00,6.01,60,32.3,1017.7,31,9.71,17.3,0.16,forest,93.19 kWh
1/31/2024 6:00,6.67,61,10.3,999.8,83,11.52,13.6,0.22,urban,153.62 kWh
1/31/2024 9:00,6.26,345,15.4,1023.1,45,4.82,16.5,2.33,open,112.55 kWh
1/31/2024 12:00,6.23,14,15.6,1016.7,45,5.34,16.9,1.77,open,114.26 kWh
1/31/2024 15:00,2.81,51,27.5,1009,69,8,20.6,0.55,urban,9.47 kWh
1/31/2024 18:00,9.88,223,24.7,1023.3,87,7.7,15.7,1.5,forest,321.3 kWh
1/31/2024 21:00,9.7,121,27.5,1021.7,41,6.4,20.6,0.75,open,379.16 kWh
2/1/2024 0:00,4.97,95,28.6,1015.2,58,11.26,15.2,0.31,urban,65.7 kWh
2/1/2024 3:00,3.33,214,33.2,1014.1,58,5.63,13.1,3.3,forest,12.13 kWh
2/1/2024 6:00,8.3,267,31.5,1037.9,84,8.72,17.9,0.22,open,288.37 kWh
2/1/2024 9:00,5.56,51,32.2,1009.8,52,8.82,11.2,0.53,urban,81.34 kWh
2/1/2024 12:00,7.35,327,16.4,1014.2,62,10.76,21.1,0.56,open,231.12 kWh
2/1/2024 15:00,6.2,275,36,1023.9,48,6.64,16,0.5,forest,87.66 kWh
2/1/2024 18:00,8.73,305,24.9,1018.7,45,9.46,22.8,1.38,urban,291.79 kWh
2/1/2024 21:00,8.74,266,19.4,1022.7,66,6.53,19,3.16,urban,252.25 kWh
2/2/2024 0:00,5.19,85,22.1,1032.8,62,7.84,21.8,0.38,forest,58.84 kWh
2/2/2024 3:00,3.54,222,27.3,1027.8,64,4.33,15.4,0.89,forest,15.59 kWh
2/2/2024 6:00,3.04,219,24.3,1001.2,77,7.95,17.9,0.31,open,15.89 kWh
2/2/2024 9:00,8.53,331,31.3,1022.1,39,12.31,21.1,0.82,forest,273.71 kWh
2/2/2024 12:00,4.03,346,26.4,1007.6,43,11.65,14.1,0.13,open,42.54 kWh
2/2/2024 15:00,5.73,55,28,1029.4,38,11.93,18.2,0.13,forest,90.06 kWh
2/2/2024 18:00,5.51,268,12,1028.7,49,9.28,17.1,0.43,open,96.56 kWh
2/2/2024 21:00,6.87,286,24.6,1012.9,60,7.81,15.6,2.17,open,168.3 kWh
2/3/2024 0:00,2.16,10,17.7,1019.3,81,6.47,14.8,0.16,open,5.29 kWh
2/3/2024 3:00,7.47,17,21.3,1002.3,69,10.47,20.3,0.52,urban,203.35 kWh
2/3/2024 6:00,8.31,198,30.1,996.6,76,5.23,21.5,1.41,open,240.18 kWh
2/3/2024 9:00,7.22,146,28.1,1019.9,88,9.83,22.5,1.6,forest,157.5 kWh
2/3/2024 12:00,6.22,311,19.3,1000.5,89,5.83,24.2,0.2,forest,88.33 kWh
2/3/2024 15:00,7.24,117,29.5,1000.3,35,8.1,11.7,4.86,open,194.94 kWh
2/3/2024 18:00,8,200,22.9,1007.8,56,9.05,19,1.04,forest,201.39 kWh
2/3/2024 21:00,0.07,230,20.7,1002.6,41,8.46,17.7,0.93,open,0.0 kWh
2/4/2024 0:00,11.89,103,28.6,1003,71,6.99,16.1,2.46,urban,537.71 kWh
2/4/2024 3:00,7.98,297,21.4,1014.2,54,7.95,17.9,4.04,urban,215.29 kWh
2/4/2024 6:00,5.37,295,24,1018.4,61,9.86,17.5,0.15,open,93.34 kWh
2/4/2024 9:00,6.02,177,23.4,1021.6,63,8.7,15.4,0.97,urban,104.16 kWh
2/4/2024 12:00,8.23,299,32.7,1015.3,35,6.41,17.5,4.25,open,249.89 kWh
2/4/2024 15:00,6.71,198,29.2,998.5,89,11.14,20.5,0.12,forest,135.86 kWh
